% Model:              simplified_itm_cp_with_cage_with_deformation.mph
% Version:            COMSOL 6.1.0.357
% Date:               Jun 22 2024, 18:08
% Dimension:          2
% Nodes:              453
% Expressions:        1
% Description:        
% Length unit:        m
% mir2x                   mir2y                    8.6e-6[1/K]*(linproj_cp(T-293.15[K])-intop_cp(linproj_cp(T-293.15[K]))) (m)
0.11249430782998135       -0.05191952411286213     4.8287725543814836E-8
0.09593906201713495       -0.061849325384564224    3.9755449506774315E-8
0.1034059053959154        -0.053517562646345065    4.426918841028728E-8
0.11942320895184619       -0.042259408333413656    5.216306381905613E-8
0.13431984406850847       -0.03202439767986129     5.6075032967726435E-8
0.14056383722386875       -0.018295995417727834    5.837874676681724E-8
0.07843809829789247       -0.058742878681514454    2.950647691681947E-8
0.060858909564350694      -0.05050449963005618     1.7727308806756414E-8
0.014947598469319395      -0.025499999999999995    -3.5977250989268413E-9
0                         -0.016999999999999987    -4.1615628589945055E-9
0.02989519693863882       -0.034                   5.525697491851501E-10
0.04484279540795824       -0.04250000000000001     7.753212123264886E-9
0.10424910147685626       -0.043591192506928694    4.579607724332523E-8
0.09160274926093118       -0.048105351186064974    3.805087098309602E-8
0.11018537634161671       -0.03388457313246354     5.008152464918935E-8
0.11816679858477366       -0.03012832098754506     5.401592128193041E-8
0.12505632898364102       -0.017954244122438456    5.841084307097887E-8
0.1379247662569866        -0.005079187547323533    6.194582595204808E-8
0.0756046645920197        -0.04155999278512498     2.7441873982706715E-8
0.014947598469319395      -0.008499999999999952    -9.283552031080556E-10
0                         0                        0
0.059615506931595424      -0.03513507747265193     1.6552224656450988E-8
0.02989519693863882       -0.016999999999999987    1.865942792149078E-9
0.044735773144691904      -0.02590163795538966     7.896990066264998E-9
0.0931422534217298        -0.030110747152823053    4.048631425057631E-8
0.1091133669716515        -0.0223002554696973      5.1440180760346696E-8
0.1224500758078789        -0.005249562877620628    6.067774297244322E-8
0.11424403399198937       -0.010801204024896177    5.631562279509374E-8
0.12658282226402803       0.00741022901726876      6.494181374297863E-8
0.14118513649008216       0.009609184929676523     6.48813089555216E-8
0.0725214255027892        -0.02613773092029717     2.6111151541449774E-8
0.08361169027326645       -0.014337803851393827    3.6058945466452313E-8
0.014947598469319395      0.008500000000000035     4.735151079196032E-9
0                         0.017000000000000015     7.191060213495482E-9
0.02989519693863882       2.7755575615628914E-17   6.00539069200241E-9
0.058312511865077354      -0.017674943568915774    1.7217549313913197E-8
0.04361882286235963       -0.008659253685410345    1.0017287205002335E-8
0.09971791818241962       -0.0095660826740544      4.84433513635933E-8
0.11271764989120406       4.021245202764645E-4     5.842124869865854E-8
0.11448269689967258       0.011718532259560793     6.256787456780962E-8
0.12062858037455362       0.01814995755433027      6.677224819446333E-8
0.13637789879180376       0.022382708689237835     6.917132650639614E-8
0.07198706641476071       -0.008693163164481904    2.866561732955978E-8
0.08627327074813904       -3.2945717918397843E-4   4.146577569013027E-8
0.014947598469319395      0.02550000000000005      1.3332966043818575E-8
0                         0.03400000000000004      1.720187380573948E-8
0.02989519693863882       0.017000000000000043     1.3059992551798828E-8
0.04401211342711592       0.008271507351871543     1.5692655476941644E-8
0.057139961122242566      5.337408827829349E-4     2.0806334152641536E-8
0.10096645164984533       0.010330916066999624     5.494978799052072E-8
0.11067744528818299       0.021862695572947316     6.430272665614469E-8
0.12233776809521915       0.03195347400266926      7.155596343383545E-8
0.10965143921449835       0.03316535327131234      6.805683330135618E-8
0.1370729475647616        0.03741464609679615      7.264407462053487E-8
0.014947598469319395      0.042500000000000066     2.4504516291155354E-8
0                         0.05099999999999999      2.9519972227051198E-8
0.07153142760671025       0.008654711624098588     3.3673507227595906E-8
0.08649263276573779       0.01430717264950096      4.667661211518007E-8
0.02989519693863882       0.03400000000000006      2.2821037316321107E-8
0.044331557904706886      0.025947824783246864     2.4430169733331124E-8
0.05913242285001019       0.01838944287703842      2.92733229071909E-8
0.0966870682674644        0.029141954555302135     5.965638516334052E-8
0.10426629710585314       0.0429545864471329       6.96475799519972E-8
0.11547339014724547       0.0425732082777788       7.351200736864625E-8
0.12971058349024336       0.04823335628667094      7.623504816185084E-8
0.02989519693863882       0.05100000000000007      3.475834780012673E-8
0.014947598469319395      0.05950000000000008      3.7566794159757913E-8
0                         0.068                    4.32908526078092E-8
0.07666497857259821       0.02740790220370365      4.561651815451551E-8
0.0442410468060708        0.043319821836941635     3.524320957455594E-8
0.058742783764714285      0.03583959214847077      3.847649155380789E-8
0.043445783306159         0.0597259129357503       4.6668680571687394E-8
0.0899931557191255        0.046323187153371526     6.390029476761361E-8
0.10145526817546804       0.05376370258445698      7.304223264789252E-8
0.11379546398449344       0.05472586375932437      7.715738837288804E-8
0.12712620875652966       0.06341122483844552      7.916255062280919E-8
0.02989519693863882       0.06800000000000009      4.799741322042832E-8
0.014947598469319395      0.07650000000000007      5.1472580981974526E-8
0                         0.085                    5.727703108313151E-8
0.07224982282530495       0.04738036322554051      5.385001218399093E-8
0.05822627857719237       0.05330872166183365      4.944850337411166E-8
0.08301501544742115       0.05775545908750762      6.61443274383586E-8
0.05586039924535188       0.06946380336498578      5.9454050615804705E-8
0.042453012734969375      0.07594836203589164      5.84478056355364E-8
0.09351975745108063       0.06104764698329396      7.296634830491968E-8
0.10570885524840348       0.06357261452920351      7.827359839408887E-8
0.11785773727415996       0.07145645165198738      8.148597071454765E-8
0.027783484791687213      0.08503213166687848      6.076024276074775E-8
0.013416696617158413      0.09346026673236532      6.45504042309921E-8
0                         0.10200000000000001      6.979212205682455E-8
0.07212323489094777       0.06488119185843058      6.455942076350576E-8
0.0856129917759341        0.07007980012770795      7.393009209735674E-8
0.06605014615661214       0.0780696070468839       6.974665698094804E-8
0.04066309736241766       0.09246840594106223      6.947538485570947E-8
0.05606939542079459       0.08552960210177082      7.024951304814274E-8
0.10075588100669428       0.07668483798288045      8.145915029051053E-8
0.11133282735734931       0.08694300767691568      8.376020297249014E-8
0.027818563074939323      0.1020498860014685       7.2454359252937E-8
0                         0.11900000000000002      7.866271244679669E-8
0.01488319754435663       0.1106179137662541       7.552627156251156E-8
0.013400932808705218      0.12807655296038592      8.125250458441116E-8
0                         0.136                    8.136344755676045E-8
0.012677252179753767      0.14476926461747555      7.94978836505749E-8
0                         0.15300000000000002      7.589747625682265E-8
0.07789667050995128       0.08024557357865367      7.586648702954626E-8
0.0897544596569779        0.08313841209072034      8.103096147831122E-8
0.0705499217581563        0.08908434911085392      7.751303710145762E-8
0.0403798682822506        0.10727699241088315      7.767794475394788E-8
0.05328542062770328       0.10059493008186973      7.766011244936436E-8
0.06388156836594028       0.09733887812746075      7.917141785355215E-8
0.09978289197351595       0.09402104720677376      8.49546118443712E-8
0.030288941845374923      0.11972268441909553      8.067607852552892E-8
0.02646813542199314       0.13819832623605635      8.119108320673094E-8
0.08382448411976709       0.09522657637629287      8.346926455205938E-8
0.07249627717648569       0.09995665733059542      8.239098250442812E-8
0.044015300892092685      0.11964949289048163      8.225208189416728E-8
0.05092389602617617       0.1130884019617229       8.180209986562575E-8
0.06460633425239423       0.11042965985806288      8.35144810707277E-8
0.09238294689701956       0.10818634492991838      8.541376525793368E-8
0.04060965075172748       0.13419809982292977      8.203973671896423E-8
0.08090373968110606       0.11187909411132727      8.537060492837133E-8
0.05651749776117515       0.12585403063246617      8.359526837055543E-8
0.06958365347487264       0.12447759271674849      8.39836400533797E-8
-0.011239941722625352     -0.1582385475656911      -1.3917239095018E-8
-0.016662894671738305     -0.1691811674219653      -2.201262629846259E-8
-0.02291052139484348      -0.1559984122653345      -1.198865718904798E-8
-0.033165319991782606     -0.16673335008305726     -2.000649846235732E-8
-0.04934838294363508      -0.1626798069245909      -1.6410211770129013E-8
-0.0368201554829958       -0.1515270811556387      -7.988764381900936E-9
-0.06505608035975788      -0.15705927151936142     -1.1077159757034039E-8
-0.052098836649734165     -0.14571956548134415     -2.4967397524641166E-9
-0.08013741841846156      -0.14992657085853145     -4.1765704027498465E-9
-0.0642820902704562       -0.14066762928660995     2.491761954620986E-9
-0.09444685982726914      -0.14134970516009163     3.90602134807121E-9
-0.07915667817976998      -0.134637407807131       8.583798836143587E-9
-0.10784670491654494      -0.13141159654971166     1.2316153584995804E-8
-0.09122468716466162      -0.12518104343013        1.7088500692980237E-8
-0.12020815280171306      -0.12020815280171313     1.9549708898077812E-8
-0.10329555974182772      -0.11568322231806033     2.4287945462568307E-8
-0.13141159654971166      -0.10784670491654488     2.4640606772939934E-8
-0.11211673863811014      -0.1054533826285454      3.035547409311911E-8
-0.14134970516009163      -0.0944468598272691      2.8530646551698448E-8
-0.12360461181454716      -0.0935338719339924      3.504338996743047E-8
-0.14992657085853142      -0.08013741841846155     3.22236748896285E-8
-0.13016298348780644      -0.08171621760905275     3.9388400835423775E-8
-0.15705927151936142      -0.06505608035975788     3.599147553489197E-8
-0.13925413167946835      -0.067577308841192       4.301475141920006E-8
-0.16267980692459091      -0.04934838294363508     3.931398625854002E-8
-0.14321993146607734      -0.055015354037386166    4.6919732095693706E-8
-0.16673335008305723      -0.03316531999178263     4.1756552686198395E-8
-0.14979020499781062      -0.0394321710457346      4.946164597934439E-8
-0.1691811674219653       -0.0166628946717383      4.378218104226729E-8
-0.15100203819453037      -0.02615744870214326     5.249815962166032E-8
-0.17                     0                        4.6590405626260337E-8
-0.15449171368058537      -0.009122074352621995    5.431322908289507E-8
-0.1691811674219653       0.016662894671738333     5.0752539817007694E-8
-0.15306673444573507      0.004028188244528136     5.8194761453976056E-8
-0.16673335008305723      0.033165319991782634     5.5452332125229393E-8
-0.15316418609866547      0.02106136048348692      6.20060753768092E-8
-0.16267980692459091      0.049348382943635125     6.02060450922978E-8
-0.14940875011178137      0.03382988617812513      6.683220327149995E-8
-0.15705927151936136      0.06505608035975789      6.41613557883229E-8
-0.14613620740284602      0.05063045580248052      7.07892177072436E-8
-0.1499265708585314       0.08013741841846155      6.732344755047691E-8
-0.1398877500895431       0.06235745061251505      7.455906090535576E-8
-0.14134970516009163      0.09444685982726915      7.011395746565527E-8
-0.13317144139732204      0.07762243310014552      7.726228352383149E-8
-0.13141159654971166      0.10784670491654494      7.225372075700439E-8
-0.12457937780704417      0.08830967131593245      8.009204324915651E-8
-0.011173745763379928     0.15820627743349294      7.254415597794621E-8
-0.016662894671738284     0.16918116742196532      6.584614756323714E-8
-0.12020815280171307      0.12020815280171311      7.373485581405868E-8
-0.11513009934086879      0.10262559722470296      8.14241501527845E-8
-0.02301837881108279      0.15582819634459802      7.347071852780337E-8
-0.03316531999178261      0.16673335008305726      6.620638431391156E-8
-0.10784670491654486      0.13141159654971168      7.387100571895182E-8
-0.1046643519505738       0.11069616646339134      8.296721586661606E-8
-0.03735050036460816      0.1502805853932682       7.577832628834814E-8
-0.049348382943635055     0.1626798069245909       6.717529998827347E-8
-0.09444685982726908      0.14134970516009168      7.241366856232409E-8
-0.0930683143095141       0.12265902863135755      8.194690083223852E-8
-0.06505608035975784      0.15705927151936144      6.8674999861073E-8
-0.052423210065012604     0.14385657996314252      7.799583395173825E-8
-0.08013741841846152      0.14992657085853148      7.051790858538145E-8
-0.06739353745412441      0.1388079117191112       7.892618627673134E-8
-0.08089318744684351      0.12950957959666973      8.144265619629513E-8
-0.01289288157643928      -0.14510490525617206     -3.32812732709642E-9
-0.025291138033571414     -0.13943207865244958     8.251326202872944E-10
-0.04004228170333965      -0.1384675943714741      2.459309336933602E-9
-0.014249936818647418     -0.12843711272033842     5.081700311364835E-9
-0.06795101041220392      -0.12742130718950642     1.3094309526767367E-8
-0.05183156969283004      -0.1279098050896499      1.022789103857582E-8
-0.032751273449223406     -0.12141976404040099     9.2053655487924E-9
-0.016054392457931027     -0.11101495363587136     7.724524933576461E-9
-0.0774901685170859       -0.11953844458572958     1.9531932581544566E-8
-0.08919063544752617      -0.11329174243720988     2.503282670025572E-8
-0.06310114050778873      -0.11387846384303589     1.864695935219796E-8
-0.0471304815711206       -0.10979164610519664     1.4738108574698928E-8
-0.03133957485225658      -0.10222768321665442     1.0374676923040363E-8
-0.015776924891873212     -0.09372930901769105     6.01120661233916E-9
-0.09536795989691474      -0.10141125971225186     3.1793698257942096E-8
-0.10870563297807187      -0.09313257204400441     3.6840323055470525E-8
-0.07865988751528621      -0.10288262399324394     2.680034729285022E-8
-0.08441354872589271      -0.09166938952154653     3.135123055388213E-8
-0.06045118656425999      -0.09965464281435955     2.0473059712944855E-8
-0.014947598469319395     -0.0765                  2.319244842372182E-9
-0.04570803702111101      -0.09252634864790867     1.442807734073165E-8
-0.02989519693863882      -0.08500000000000003     7.727777473665143E-9
-0.11274553500494691      -0.0808582225209289      4.1669331959336E-8
-0.12443631306292299      -0.07008676880708242     4.551492616943269E-8
-0.09580197978309665      -0.08416699632365075     3.6957993976391224E-8
-0.07266823035549572      -0.08904574972842898     2.6515559563611504E-8
-0.08227299227614684      -0.08227023716780843     3.1524219122487984E-8
-0.06011055647970939      -0.08273970917530676     2.022454570822102E-8
-0.014947598469319395     -0.05950000000000001     -1.2384201830224041E-9
-0.02989519693863882      -0.06800000000000002     4.428870975205213E-9
-0.04529759367756811      -0.07525076893504849     1.204800353063743E-8
-0.09996152877547396      -0.07189967663304621     4.05278206479178E-8
-0.1101230583678107       -0.06394244454574946     4.5398848179014504E-8
-0.1258920412035406       -0.057477748941096904    4.955711346406987E-8
-0.1353955343705708       -0.04505621641424298     5.2565473174318775E-8
-0.08691782639488646      -0.07257487215672398     3.440345180294113E-8
-0.07397088064065371      -0.07527998272339727     2.7314556307296E-8
-0.06060387646487611      -0.0663292160283628      1.8963675530771143E-8
-0.014947598469319395     -0.04250000000000001     -3.5151181349872166E-9
-0.02989519693863882      -0.05099999999999999     1.6568400783956828E-9
-0.04513786148501017      -0.05854194007499214     9.445973627590279E-9
-0.11249430782998135      -0.05191952411286213     4.8287725543814836E-8
-0.09593906201713495      -0.061849325384564224    3.9755449506774315E-8
-0.1034059053959154       -0.053517562646345065    4.426918841028728E-8
-0.11942320895184619      -0.042259408333413656    5.216306381905613E-8
-0.13431984406850847      -0.03202439767986129     5.6075032967726435E-8
-0.14056383722386875      -0.018295995417727834    5.837874676681724E-8
-0.07843809829789247      -0.058742878681514454    2.950647691681947E-8
-0.060858909564350694     -0.05050449963005618     1.7727308806756414E-8
-0.014947598469319395     -0.025499999999999995    -3.5977250989268413E-9
-0.02989519693863882      -0.034                   5.525697491851501E-10
-0.04484279540795824      -0.04250000000000001     7.753212123264886E-9
-0.10424910147685626      -0.043591192506928694    4.579607724332523E-8
-0.09160274926093118      -0.048105351186064974    3.805087098309602E-8
-0.11018537634161671      -0.03388457313246354     5.008152464918935E-8
-0.11816679858477366      -0.03012832098754506     5.401592128193041E-8
-0.12505632898364102      -0.017954244122438456    5.841084307097887E-8
-0.1379247662569866       -0.005079187547323533    6.194582595204808E-8
-0.0756046645920197       -0.04155999278512498     2.7441873982706715E-8
-0.014947598469319395     -0.008499999999999952    -9.283552031080556E-10
-0.059615506931595424     -0.03513507747265193     1.6552224656450988E-8
-0.02989519693863882      -0.016999999999999987    1.865942792149078E-9
-0.044735773144691904     -0.02590163795538966     7.896990066264998E-9
-0.0931422534217298       -0.030110747152823053    4.048631425057631E-8
-0.1091133669716515       -0.0223002554696973      5.1440180760346696E-8
-0.1224500758078789       -0.005249562877620628    6.067774297244322E-8
-0.11424403399198937      -0.010801204024896177    5.631562279509374E-8
-0.12658282226402803      0.00741022901726876      6.494181374297863E-8
-0.14118513649008216      0.009609184929676523     6.48813089555216E-8
-0.0725214255027892       -0.02613773092029717     2.6111151541449774E-8
-0.08361169027326645      -0.014337803851393827    3.6058945466452313E-8
-0.014947598469319395     0.008500000000000035     4.735151079196032E-9
-0.02989519693863882      2.7755575615628914E-17   6.00539069200241E-9
-0.058312511865077354     -0.017674943568915774    1.7217549313913197E-8
-0.04361882286235963      -0.008659253685410345    1.0017287205002335E-8
-0.09971791818241962      -0.0095660826740544      4.84433513635933E-8
-0.11271764989120406      4.021245202764645E-4     5.842124869865854E-8
-0.11448269689967258      0.011718532259560793     6.256787456780962E-8
-0.12062858037455362      0.01814995755433027      6.677224819446333E-8
-0.13637789879180376      0.022382708689237835     6.917132650639614E-8
-0.07198706641476071      -0.008693163164481904    2.866561732955978E-8
-0.08627327074813904      -3.2945717918397843E-4   4.146577569013027E-8
-0.014947598469319395     0.02550000000000005      1.3332966043818575E-8
-0.02989519693863882      0.017000000000000043     1.3059992551798828E-8
-0.04401211342711592      0.008271507351871543     1.5692655476941644E-8
-0.057139961122242566     5.337408827829349E-4     2.0806334152641536E-8
-0.10096645164984533      0.010330916066999624     5.494978799052072E-8
-0.11067744528818299      0.021862695572947316     6.430272665614469E-8
-0.12233776809521915      0.03195347400266926      7.155596343383545E-8
-0.10965143921449835      0.03316535327131234      6.805683330135618E-8
-0.1370729475647616       0.03741464609679615      7.264407462053487E-8
-0.014947598469319395     0.042500000000000066     2.4504516291155354E-8
-0.07153142760671025      0.008654711624098588     3.3673507227595906E-8
-0.08649263276573779      0.01430717264950096      4.667661211518007E-8
-0.02989519693863882      0.03400000000000006      2.2821037316321107E-8
-0.044331557904706886     0.025947824783246864     2.4430169733331124E-8
-0.05913242285001019      0.01838944287703842      2.92733229071909E-8
-0.0966870682674644       0.029141954555302135     5.965638516334052E-8
-0.10426629710585314      0.0429545864471329       6.96475799519972E-8
-0.11547339014724547      0.0425732082777788       7.351200736864625E-8
-0.12971058349024336      0.04823335628667094      7.623504816185084E-8
-0.02989519693863882      0.05100000000000007      3.475834780012673E-8
-0.014947598469319395     0.05950000000000008      3.7566794159757913E-8
-0.07666497857259821      0.02740790220370365      4.561651815451551E-8
-0.0442410468060708       0.043319821836941635     3.524320957455594E-8
-0.058742783764714285     0.03583959214847077      3.847649155380789E-8
-0.043445783306159        0.0597259129357503       4.6668680571687394E-8
-0.0899931557191255       0.046323187153371526     6.390029476761361E-8
-0.10145526817546804      0.05376370258445698      7.304223264789252E-8
-0.11379546398449344      0.05472586375932437      7.715738837288804E-8
-0.12712620875652966      0.06341122483844552      7.916255062280919E-8
-0.02989519693863882      0.06800000000000009      4.799741322042832E-8
-0.014947598469319395     0.07650000000000007      5.1472580981974526E-8
-0.07224982282530495      0.04738036322554051      5.385001218399093E-8
-0.05822627857719237      0.05330872166183365      4.944850337411166E-8
-0.08301501544742115      0.05775545908750762      6.61443274383586E-8
-0.05586039924535188      0.06946380336498578      5.9454050615804705E-8
-0.042453012734969375     0.07594836203589164      5.84478056355364E-8
-0.09351975745108063      0.06104764698329396      7.296634830491968E-8
-0.10570885524840348      0.06357261452920351      7.827359839408887E-8
-0.11785773727415996      0.07145645165198738      8.148597071454765E-8
-0.027783484791687213     0.08503213166687848      6.076024276074775E-8
-0.013416696617158413     0.09346026673236532      6.45504042309921E-8
-0.07212323489094777      0.06488119185843058      6.455942076350576E-8
-0.0856129917759341       0.07007980012770795      7.393009209735674E-8
-0.06605014615661214      0.0780696070468839       6.974665698094804E-8
-0.04066309736241766      0.09246840594106223      6.947538485570947E-8
-0.05606939542079459      0.08552960210177082      7.024951304814274E-8
-0.10075588100669428      0.07668483798288045      8.145915029051053E-8
-0.11133282735734931      0.08694300767691568      8.376020297249014E-8
-0.027818563074939323     0.1020498860014685       7.2454359252937E-8
-0.01488319754435663      0.1106179137662541       7.552627156251156E-8
-0.013400932808705218     0.12807655296038592      8.125250458441116E-8
-0.012677252179753767     0.14476926461747555      7.94978836505749E-8
-0.07789667050995128      0.08024557357865367      7.586648702954626E-8
-0.0897544596569779       0.08313841209072034      8.103096147831122E-8
-0.0705499217581563       0.08908434911085392      7.751303710145762E-8
-0.0403798682822506       0.10727699241088315      7.767794475394788E-8
-0.05328542062770328      0.10059493008186973      7.766011244936436E-8
-0.06388156836594028      0.09733887812746075      7.917141785355215E-8
-0.09978289197351595      0.09402104720677376      8.49546118443712E-8
-0.030288941845374923     0.11972268441909553      8.067607852552892E-8
-0.02646813542199314      0.13819832623605635      8.119108320673094E-8
-0.08382448411976709      0.09522657637629287      8.346926455205938E-8
-0.07249627717648569      0.09995665733059542      8.239098250442812E-8
-0.044015300892092685     0.11964949289048163      8.225208189416728E-8
-0.05092389602617617      0.1130884019617229       8.180209986562575E-8
-0.06460633425239423      0.11042965985806288      8.35144810707277E-8
-0.09238294689701956      0.10818634492991838      8.541376525793368E-8
-0.04060965075172748      0.13419809982292977      8.203973671896423E-8
-0.08090373968110606      0.11187909411132727      8.537060492837133E-8
-0.05651749776117515      0.12585403063246617      8.359526837055543E-8
-0.06958365347487264      0.12447759271674849      8.39836400533797E-8
